,CustomerID,Entropy,imax,iu,i
1113,13841.0,-460.51701859880916,100,1,100
1114,13842.0,-9674.576859108725,163,155,1768
1115,13844.0,-1034.5104732091813,196,20,196
1116,13845.0,-947.1292170479767,182,9,182
1117,13846.0,-1961.0345983141945,234,56,383
1118,13848.0,-26460.76255903959,1000,3,3700
1119,13849.0,-6392.4280253340985,332,97,1016
1120,13850.0,-6466.519100841352,944,93,941
1121,13851.0,-11113.565261011652,150,77,1705
1122,13853.0,-1791.8169945965585,312,23,304
1123,13854.0,-10659.124839778877,68,39,2278
1124,13856.0,-2545.8027050004503,104,10,484
1125,13858.0,-323.81160851522327,75,11,75
1126,13859.0,-626.9158001626557,129,27,129
1127,13860.0,-2968.6538267461588,176,58,589
1128,13862.0,-9097.472062498906,308,97,1682
1129,13863.0,-1212.208715615529,224,20,219
1130,13865.0,-803.4941073654719,42,26,204
1131,13866.0,-230.45392226656938,57,7,57
1132,13867.0,-2763.2578762029316,31,51,513
1133,13868.0,-13818.737012868434,464,32,1964
1134,13869.0,-10877.61850852675,156,234,1721
1135,13870.0,-7165.046136216961,384,91,1320
1136,13871.0,-15353.629015660306,217,155,2801
1137,13873.0,-549.7563587345527,29,21,138
1138,13874.0,-934.7322331602379,180,18,180
1139,13875.0,-7361.64787483456,302,79,1316
1140,13876.0,-129.00668178441995,36,7,36
1141,13877.0,-505.67017252941577,108,3,108
1142,13878.0,-2927.574531916455,475,35,475
1143,13880.0,-9343.031522022045,54,125,1842
1144,13881.0,-65143.677114845996,706,72,10062
1145,13882.0,-5309.902601174315,84,54,950
1146,13883.0,-8427.660555895134,457,110,1368
1147,13884.0,-1357.6941586468292,49,45,297
1148,13885.0,-878.0721351193872,159,28,182
1149,13886.0,-609.3715202758863,126,16,126
1150,13887.0,-733.5935902564742,147,19,147
1151,13888.0,-1274.5555216420262,78,38,258
1152,13889.0,-727.6065667694171,146,15,146
1153,13890.0,-3756.5698237969855,93,74,826
1154,13892.0,-5694.605815169222,140,26,983
1155,13893.0,-996.9345737104924,190,21,190
1156,13894.0,-1692.1111538392774,105,25,339
1157,13895.0,-8061.397517450388,188,97,1364
1158,13897.0,-1059.6634733096073,200,17,200
1159,13898.0,-650.4164340534933,133,12,133
1160,13899.0,-705.9868252944068,122,19,156
1161,13900.0,-2320.302752630006,154,42,430
1162,13901.0,-10674.957518569414,64,144,1739
1163,13904.0,-1717.156224198583,223,24,332
1164,13908.0,-8822.170457961163,349,104,1470
1165,13911.0,-16031.162949158985,283,120,2731
1166,13914.0,-2016.5614211781863,125,28,379
1167,13917.0,-1135.162847780095,38,16,228
1168,13918.0,-7685.372050419644,100,30,1140
1169,13919.0,-2636.3105771333635,338,24,437
1170,13922.0,-421.53175286325285,93,7,93
1171,13923.0,-965.76582763949,185,20,185
1172,13924.0,-9334.96032852519,437,91,1532
1173,13925.0,-1594.4306048626636,212,28,327
1174,13926.0,-483.0166535107027,104,11,104
1175,13927.0,-1148.3188672146762,214,21,214
1176,13928.0,-469.9290345407562,20,23,129
1177,13929.0,-622.2486235736324,43,8,139
1178,13930.0,-1389.0610987856874,210,15,274
1179,13931.0,-4337.7448246074055,211,56,721
1180,13932.0,-307.919960569156,72,16,72
1181,13933.0,-950.1993726030062,113,23,205
1182,13934.0,-2326.79722825824,390,31,390
1183,13936.0,-1913.7005759719734,330,26,324
1184,13937.0,-591.8986757108073,123,9,123
1185,13938.0,-297.39466694345515,70,7,70
1186,13939.0,-4853.939974208219,202,43,843
1187,13940.0,-2512.2979613895172,100,39,516
1188,13941.0,-14633.726493332591,644,24,2307
1189,13946.0,-2228.176486402037,95,11,443
1190,13947.0,-166.50434389240348,44,5,44
1191,13948.0,-147.55517816455745,40,3,40
1192,13949.0,-15063.747882255744,542,124,2474
1193,13950.0,-1433.8590597291186,81,33,321
1194,13951.0,-2311.320599740862,140,38,459
1195,13952.0,-9446.95947632757,886,120,1425
1196,13953.0,-16343.062036489308,400,8,2724
1197,13954.0,-656.8263668083879,49,24,141
1198,13955.0,-683.5571841295694,110,33,154
1199,13956.0,-2371.270374016714,58,123,491
1200,13958.0,0.0,-23,5,-23
1201,13959.0,-1719.458684613876,118,79,357
1202,13960.0,-619.302405119553,40,11,142
1203,13962.0,-332.48984371643405,30,11,87
1204,13963.0,-2297.9726872382394,54,35,460
1205,13967.0,-156.9821239679015,42,2,42
1206,13969.0,-26273.439588931484,133,334,4483
1207,13971.0,-10063.727260110438,260,118,1818
1208,13972.0,-878.6085166188848,42,15,187
1209,13973.0,-511.3569191629766,109,11,109
1210,13974.0,-1373.845771219712,249,28,249
1211,13975.0,-10139.730645685582,454,240,1725
1212,13976.0,-775.690700771699,154,10,154
1213,13978.0,-1743.0651368665328,297,14,315
1214,13979.0,-4127.878946347245,639,54,639
1215,13980.0,-885.3690500119138,172,11,172
1216,13982.0,-6437.221766361218,208,72,1132
1217,13983.0,-5974.785215388272,220,91,1170
1218,13984.0,-3624.268565506599,120,14,271
1219,13985.0,-19044.680296311868,190,108,3439
1220,13986.0,-2607.427639735671,430,12,430
1221,13988.0,-19310.688952751094,426,188,3025
1222,13989.0,-8587.367281575533,869,33,1313
1223,13990.0,-996.9345737104924,190,16,190
1224,13991.0,-5315.765385750285,83,58,996
1225,13992.0,-266.168517335019,64,5,64
1226,13993.0,-4225.777395046401,120,66,892
1227,13994.0,-5040.632679942536,96,122,940
1228,13995.0,-4655.04276058433,183,55,867
1229,13999.0,-11795.284620365555,265,102,2231
1230,14000.0,-4661.338128725107,710,15,707
1231,14001.0,-5723.638190872393,94,35,959
1232,14002.0,-5726.788100531485,59,47,877
1233,14004.0,-16150.09349198826,382,102,2668
1234,14005.0,-16169.118752315899,240,53,2478
1235,14006.0,-3440.67085500778,236,22,641
1236,14009.0,-1909.5267472149856,223,42,361
1237,14012.0,-812.0278104374122,160,11,160
1238,14013.0,-2377.5730663564736,90,30,462
1239,14014.0,-7511.562177016582,1076,39,1076
1240,14015.0,-2243.3900059442044,378,20,378
1241,14016.0,-13384.89632085134,374,154,2124
1242,14019.0,-6108.0837731856645,233,37,1034
1243,14020.0,-2387.072059471461,180,37,441
1244,14021.0,-812.2871295887444,54,22,192
1245,14022.0,-3013.684627941221,487,28,487
1246,14023.0,-1777.5265722776262,162,30,345
1247,14024.0,-655.439972432265,99,16,150
1248,14027.0,-255.88233187279567,62,6,62
1249,14029.0,-973.9489139916788,24,15,198
1250,14030.0,-8112.724069045218,96,210,1479
1251,14031.0,-34313.25444295394,531,121,5370
1252,14032.0,-10787.119569533676,176,53,2008
1253,14034.0,-2255.7332554129107,294,82,315
1254,14035.0,-3731.440037659993,168,41,739
1255,14036.0,-1498.3845107769096,268,38,268
1256,14037.0,-149.7151376344055,34,27,46
1257,14038.0,-5646.233693183752,501,64,963
1258,14039.0,-416.00454908851174,92,6,92
1259,14040.0,-7758.736421903461,91,147,1524
1260,14041.0,-427.0697095333804,94,21,94
1261,14044.0,-1345.984741701127,75,165,308
1262,14045.0,-2676.0674027922305,128,4,535
1263,14046.0,-2820.3641851622447,460,14,460
1264,14047.0,-1734.812736525117,108,22,377
1265,14048.0,-1630.9326182791524,288,84,274
1266,14049.0,-27462.067672988043,767,352,3846
1267,14050.0,-4056.1666215221835,447,49,689
1268,14051.0,-19379.44927003986,214,52,3741
1269,14052.0,-399.4886369061604,89,56,89
1270,14053.0,-1006.1842133605829,115,2,215
1271,14054.0,-255.88233187279567,62,6,62
1272,14055.0,-1161.0601360597798,216,10,216
1273,14056.0,-22911.784217268,372,321,4232
1274,14057.0,-28768.85649768859,751,179,4708
1275,14059.0,-621.059873781711,128,8,128
1276,14060.0,-31257.23644777523,504,86,5374
1277,14062.0,-36511.35524435586,712,60,5593
1278,14064.0,-10941.52093227051,167,59,1350
1279,14066.0,-171.29981203966437,45,7,45
1280,14067.0,-1882.686528710763,216,51,361
1281,14068.0,-313.2035392038325,73,22,73
1282,14071.0,-5048.230827144901,200,271,900
1283,14073.0,-632.7794785592257,130,13,128
1284,14075.0,-4174.861797809153,270,33,754
1285,14076.0,-355.9503815284676,81,43,81
1286,14077.0,-1086.0049148696976,63,33,268
1287,14078.0,-1246.2661887945915,29,46,310
1288,14079.0,-1717.8401896894115,301,12,301
1289,14080.0,-185.81764852357878,48,4,48
1290,14081.0,-3402.596860189328,252,126,593
1291,14082.0,-517.0528402371658,110,28,110
1292,14083.0,-3719.563302309958,179,162,732
1293,14085.0,-17078.890092216767,106,272,3183
1294,14087.0,-1386.8886877220777,251,62,250
1295,14088.0,-92779.02602572634,1927,379,12593
1296,14089.0,-656.3105331934221,134,13,134
1297,14090.0,-307.919960569156,72,1,72
1298,14092.0,-10651.860050429497,95,117,2061
1299,14093.0,-2438.5793827983034,406,95,406
1300,14096.0,-118087.61503303648,7,1121,16335
1301,14098.0,-483.0166535107027,104,21,104
1302,14099.0,-11709.1235163399,411,167,2177
1303,14100.0,-266.168517335019,64,24,64
1304,14101.0,-51418.73835424481,664,15,6942
1305,14102.0,-5121.392438990141,263,35,938
1306,14104.0,-298.78096130457504,70,21,72
1307,14105.0,-5347.689382134342,800,74,798
1308,14107.0,-10028.642211402777,268,61,1788
1309,14108.0,-2001.9169086725592,209,33,380
1310,14109.0,-394.0056396740822,88,9,56
1311,14110.0,-13571.194714352896,388,94,2455
1312,14111.0,-2340.1862157304076,148,10,457
1313,14112.0,-9611.571770619521,384,117,1608
1314,14113.0,-3925.605522713089,102,26,635
1315,14114.0,-429.30751670361644,89,15,101
1316,14116.0,-3544.769886746225,162,61,707
1317,14117.0,-307.919960569156,72,3,72
1318,14119.0,0.0,-2,1,-2
1319,14121.0,-13231.423241680948,234,148,2078
1320,14124.0,-11955.31478594663,1618,4,1618
1321,14125.0,-10640.360450199163,972,159,1640
1322,14126.0,-2738.289672078513,120,14,458
1323,14127.0,-1544.8276986819433,161,39,321
1324,14128.0,-3182.635091233142,269,40,564
1325,14129.0,-2932.7630305990147,164,31,592
1326,14130.0,-1432.6635729097773,258,66,258
1327,14132.0,-19387.93498184769,388,100,3366
1328,14133.0,-1725.2721811088986,152,26,342
1329,14135.0,-23737.33912208507,741,95,3850
1330,14138.0,-3570.843301776844,459,40,610
1331,14139.0,-3179.5494701163693,510,26,510
1332,14140.0,-4901.2106177184305,517,60,809
1333,14141.0,-1612.7072604430732,140,28,337
1334,14142.0,-1798.5615986390678,313,22,313
1335,14143.0,-102.03592144986466,30,7,30
1336,14145.0,-3985.0128490973084,228,6,636
1337,14146.0,-15230.966461164118,551,183,1886
1338,14147.0,-434.48170211653274,40,4,96
1339,14148.0,-44.3614195558365,16,3,16
1340,14149.0,-1173.8199236880214,218,28,129
1341,14150.0,-2735.4514009791096,262,23,496
1342,14152.0,-4176.589233726365,369,47,699
1343,14154.0,-2597.0625875534915,114,52,465
1344,14155.0,-80.47189562170502,25,6,25
1345,14156.0,-442849.22844857926,1548,716,57025
1346,14157.0,-1430.9930169218508,199,45,273
1347,14158.0,-5201.909192024795,781,41,781
1348,14159.0,-26933.48360750141,114,501,4395
1349,14161.0,-2291.1071242988214,128,87,455
1350,14162.0,-627.956389126757,110,25,142
1351,14163.0,-4893.564030138105,153,36,893
1352,14164.0,-6661.616497234588,833,28,1033
1353,14165.0,-215.40513851447082,54,23,54
1354,14167.0,-544.664255456803,39,27,150
1355,14171.0,-854.7049666735982,167,57,167
1356,14173.0,-577.9628775227978,40,28,150
1357,14174.0,-427.0697095333804,94,26,94
1358,14175.0,-9727.420339014208,146,139,1461
1359,14176.0,-841.9899800282625,61,28,207
1360,14177.0,-872.9425258042048,39,37,204
1361,14178.0,-8298.480206540204,161,191,1505
1362,14179.0,-1704.3508761983999,221,135,330
1363,14180.0,-2466.521941170148,31,112,710
1364,14184.0,-615.211759980241,127,24,127
1365,14185.0,-10.75055681536833,6,3,6
1366,14188.0,-6122.5872924969435,223,34,1145
1367,14189.0,-22295.39511736895,254,176,3919
1368,14191.0,-21236.542300427125,113,146,3657
1369,14193.0,-2408.600143385492,250,35,445
1370,14194.0,-34515.87000070694,217,269,5783
1371,14195.0,-4934.778659312804,736,7,702
1372,14196.0,-703.7274421793791,142,6,142
1373,14198.0,-1255.7248655106675,104,35,280
1374,14199.0,-93.30172628490571,28,2,28
1375,14201.0,-2679.703010319841,132,32,578
1376,14204.0,-361.35097827566875,82,36,82
1377,14205.0,-949.1948087576744,126,35,99
1378,14206.0,-1551.2306389379332,276,21,274
1379,14208.0,-539.9266231169725,114,10,114
1380,14209.0,-3351.0317225780627,97,55,688
1381,14210.0,-3730.5822869605563,93,66,759
1382,14211.0,-6383.548642388105,156,87,1232
1383,14212.0,-8120.741577126724,1152,9,1152
1384,14213.0,0.0,-244,5,-244
1385,14214.0,-4050.403359335761,313,64,748
1386,14215.0,-7646.323004189646,104,98,1354
1387,14216.0,-3056.5301386931974,242,47,594
1388,14217.0,-2703.6680609103114,26,78,677
1389,14218.0,-812.0278104374122,160,12,160
1390,14219.0,-339.82328848178815,78,7,78
1391,14220.0,-1336.2715417451163,134,21,272
1392,14221.0,-12636.696415942652,169,123,2190
1393,14222.0,-3889.9769761731154,607,41,607
1394,14223.0,-3107.083787728735,130,50,583
1395,14224.0,-2503.848888267779,99,105,514
1396,14226.0,-7936.745004769449,710,64,1301
1397,14227.0,-10107.191535369626,385,117,1811
1398,14229.0,-3292.047344958616,195,29,590
1399,14231.0,-2018.5959956663903,117,47,402
1400,14232.0,-11650.377454987414,568,81,1937
1401,14233.0,-3621.487849260694,47,30,671
1402,14234.0,-5460.294965542427,502,122,963
1403,14235.0,-11942.756853657082,576,65,1947
1404,14236.0,-1663.006436102114,38,15,310
1405,14237.0,-138.22827406960266,38,9,38
1406,14238.0,-522.7578523456691,111,8,111
1407,14239.0,-4635.235829028814,48,83,986
1408,14240.0,-2320.200416746867,79,37,418
1409,14241.0,-727.6065667694171,146,10,146
1410,14242.0,-507.8201383617176,53,13,123
1411,14243.0,-5962.071719663269,56,99,1204
1412,14245.0,-6084.272823139325,631,107,971
1413,14246.0,-4505.488128377381,216,57,804
1414,14247.0,-180.95693728037276,47,19,47
1415,14248.0,-471.7472269549956,102,8,102
1416,14250.0,-7571.995812575944,866,94,1200
1417,14251.0,-10056.008979263648,746,37,1674
1418,14256.0,-2253.020832832261,302,51,410
1419,14257.0,-10048.717684229747,424,89,1677
1420,14258.0,-49060.461224978004,1798,58,7098
1421,14259.0,-286.9265239519753,68,5,68
1422,14261.0,-2361.854696806688,387,52,406
1423,14262.0,-8830.450658615773,196,87,1645
1424,14264.0,-257.49136500836516,18,17,66
1425,14265.0,-1758.7489096488364,271,31,330
1426,14267.0,-2764.0251077961666,140,25,461
1427,14270.0,-1040.7911345613838,197,29,197
1428,14271.0,-394.0056396740822,88,10,88
1429,14272.0,-3582.5562143431766,87,33,599
1430,14273.0,-1111.2689939771808,54,22,264
1431,14276.0,-4109.0496047662855,216,52,723
1432,14277.0,-13054.531540107448,859,195,1624
1433,14280.0,-205.46467336623422,52,8,52
1434,14282.0,-14213.578836962264,300,70,2668
1435,14284.0,-707.8828820364885,70,24,157
1436,14285.0,-2851.8313519443022,2,18,541
1437,14286.0,-31813.414611409426,1998,220,4306
1438,14287.0,-1194.8728877477645,72,10,236
1439,14288.0,-984.4510890120305,188,16,187
1440,14289.0,-1231.7386913429798,148,33,292
1441,14290.0,-5013.035642285205,220,90,913
1442,14291.0,-16375.950921226997,516,145,2748
1443,14292.0,-9191.243775065243,228,67,1643
1444,14293.0,-3723.8507175397817,172,51,709
1445,14295.0,-372.1886111028383,84,7,82
1446,14297.0,-5035.753757997636,78,49,861
1447,14298.0,-452384.0314034319,2552,884,58021
1448,14299.0,-12364.276450456222,92,94,2013
1449,14300.0,-110.90354888959125,32,3,32
1450,14301.0,-3882.5692715580044,606,13,600
1451,14304.0,-685.8918767051662,139,25,54
1452,14305.0,-6855.77526855169,581,96,1069
1453,14306.0,-7054.845567277439,917,33,1073
1454,14307.0,-12374.034637574086,558,150,2058
1455,14309.0,-8594.871329326568,103,75,1619
1456,14311.0,-727.6065667694171,146,20,125
1457,14312.0,-5546.380808527545,71,74,1012
1458,14314.0,-1684.3463984799218,296,8,296
1459,14315.0,-5491.473898431039,256,64,1010
1460,14317.0,-1413.0222040153985,255,24,255
1461,14320.0,-1687.985466153601,235,29,239
1462,14321.0,-14918.434701559321,645,111,2406
1463,14323.0,-1820.454252557357,222,32,340
1464,14326.0,-477.3770857876525,103,8,99
1465,14327.0,-685.8918767051662,139,12,139
1466,14329.0,-19532.02697573169,740,218,3075
1467,14331.0,-1333.8257255418805,236,27,252
1468,14332.0,-2517.3248030104032,48,22,481
1469,14333.0,-235.50569461169232,58,15,52
1470,14334.0,-9370.474032436718,225,98,1730
1471,14335.0,-2124.720414186527,340,55,379
1472,14336.0,-10877.745117744447,434,77,1759
1473,14338.0,-1940.9210916542181,334,30,329
1474,14339.0,-860.8259485397475,168,15,150
1475,14340.0,-235.50569461169232,58,6,58
1476,14341.0,-7672.402946530664,170,109,1401
1477,14342.0,-1569.9047652533905,102,19,337
1478,14344.0,-2165.542232804539,120,56,477
1479,14345.0,-195.6011502714073,50,6,50
1480,14346.0,-3597.53631015422,104,55,605
1481,14348.0,-953.3359659699801,183,18,183
1482,14349.0,-383.0738674778016,86,31,86
1483,14350.0,-953.3359659699801,183,19,166
1484,14351.0,-29.818879797456006,12,1,12
1485,14352.0,-2822.757674758431,94,44,538
1486,14353.0,-266.168517335019,64,6,64
1487,14354.0,-979.4818794635693,90,9,210
1488,14355.0,-416.00454908851174,92,11,92
1489,14356.0,-1366.5032166797446,129,36,266
1490,14357.0,-739.587416517089,148,39,148
1491,14359.0,-1830.8211898990808,189,44,363
1492,14360.0,-6967.524880242557,745,104,1151
1493,14362.0,-460.51701859880916,100,37,100
1494,14364.0,-10988.320929110108,371,61,1967
1495,14367.0,-25801.235245678974,480,270,4410
1496,14368.0,-129.00668178441995,36,8,36
1497,14371.0,-119.89625783694949,34,4,34
1498,14373.0,-48.16462684895568,17,4,17
1499,14375.0,-1021.9644828582857,194,57,194
1500,14377.0,-1030.333218837076,124,11,219
1501,14379.0,-1457.4379679448796,128,39,292
1502,14381.0,-727.6065667694171,146,56,146
1503,14382.0,-8807.989688649506,1237,121,1237
1504,14383.0,-4620.040923558906,201,49,817
1505,14385.0,-634.8012556872711,54,13,159
1506,14386.0,-215.40513851447082,54,7,54
1507,14387.0,-4628.812309210121,209,125,819
1508,14388.0,-10729.818642565806,170,124,1933
1509,14389.0,-4388.1375212077655,189,34,702
1510,14390.0,-12113.325975707947,74,135,2125
1511,14393.0,-33.34434164699998,13,5,13
1512,14395.0,-8929.136457408387,174,181,1689
1513,14396.0,-1114.8677855097117,39,71,225
1514,14397.0,-9036.536272742233,184,18,1852
1515,14400.0,-2777.6161279107723,454,25,450
1516,14401.0,-26710.59248009187,370,113,4505
1517,14403.0,-2669.7913394676325,274,17,513
1518,14404.0,-4293.508499362401,57,70,831
1519,14406.0,-334.47301748273367,77,8,77
1520,14407.0,-8302.952470620312,134,67,1412
1521,14408.0,-9076.466001282428,188,60,1616
1522,14409.0,-7031.83555948764,72,40,1158
1523,14410.0,-2538.9905690144246,71,197,293
1524,14411.0,-1034.5104732091813,196,14,196
1525,14412.0,-4904.357929713744,666,43,784
1526,14413.0,-286.9265239519753,68,22,68
1527,14414.0,-14950.009406845047,146,79,2509
1528,14415.0,-17068.976401467837,463,284,2973
1529,14416.0,-1725.0747773204264,262,13,326
1530,14418.0,-11151.138673822932,148,114,1711
1531,14419.0,-2165.7233861754753,55,112,487
1532,14420.0,-1940.9210916542181,334,29,333
1533,14421.0,-1901.1889510202404,194,25,365
1534,14422.0,-18744.155331391597,175,189,2906
1535,14423.0,-574.4990091338454,120,3,120
1536,14424.0,-185.81764852357878,48,1,48
1537,14426.0,-15663.398802243633,454,187,2339
1538,14427.0,-1170.122566048954,208,16,228
1539,14428.0,-1993.3332329236969,56,108,428
1540,14431.0,-632.7794785592257,130,17,122
1541,14432.0,-12507.736571332363,362,256,2070
1542,14434.0,-1563.0435200975853,92,3,368
1543,14436.0,-626.9158001626557,129,9,129
1544,14437.0,-245.66067373332604,60,6,59
1545,14438.0,-361.35097827566875,82,9,82
1546,14439.0,-3295.5484379000354,526,32,526
1547,14440.0,-2885.626975745981,150,33,588
1548,14441.0,-2112.470731257395,108,45,430
1549,14442.0,-2645.0177730157866,259,59,475
1550,14443.0,-5153.703585952433,163,86,931
1551,14446.0,-5198.334021962487,318,233,933
1552,14447.0,-2793.558675703119,136,54,571
1553,14448.0,-412.16501762572955,44,20,104
1554,14449.0,-4027.8203609625725,142,201,757
1555,14450.0,-1058.0892897045615,81,32,241
1556,14451.0,-2050.66230638371,204,86,389
1557,14452.0,-489.3210434423309,46,55,119
1558,14453.0,-190.6991946074207,49,22,49
1559,14456.0,-17511.639305334596,76,580,2901
1560,14457.0,-394.0056396740822,88,4,88
1561,14459.0,-5041.322009293087,760,37,760
1562,14460.0,-5279.68832255117,24,14,869
1563,14461.0,-4274.662678270942,277,173,766
1564,14462.0,-4562.167991602051,34,151,932
1565,14463.0,-750.0957030861861,96,6,179
1566,14465.0,-2005.0527414150051,186,107,405
1567,14466.0,-5052.502458035809,137,35,1006
1568,14467.0,-1195.6024215610737,37,67,278
1569,14470.0,-900.3643337394801,138,43,193
1570,14472.0,-5912.434554485269,102,153,1160
1571,14473.0,-362.84913941172863,10,7,88
1572,14474.0,-691.8299391653026,140,29,139
1573,14475.0,-2252.0192016686215,131,36,428
1574,14476.0,-644.5298537814009,132,17,132
1575,14477.0,-3770.2660666707325,100,7,719
1576,14479.0,-476.0804038021298,58,18,117
1577,14480.0,-709.6867821271667,143,13,143
1578,14481.0,-2689.567345009101,234,25,489
1579,14482.0,-9547.418452275528,111,110,1646
1580,14483.0,-443.74696491482814,97,10,95
1581,14484.0,-1122.8925814506683,210,14,210
1582,14485.0,-302.6502712699334,71,44,71
1583,14487.0,-3763.784806493968,37,112,734
1584,14488.0,-5340.005395667254,799,46,793
1585,14489.0,-1704.4326284438155,299,30,299
1586,14491.0,-602.4720433278819,40,17,139
1587,14493.0,-7156.14625134096,327,95,1279
1588,14494.0,-416.00454908851174,92,7,92
1589,14495.0,-215.5581121384404,22,6,62
1590,14496.0,-696.2774066816341,86,16,159
1591,14497.0,-1283.0025958238773,235,29,233
1592,14498.0,-6108.3650646952865,70,162,1098
1593,14499.0,-2654.4817371093304,73,146,501
1594,14500.0,-505.94811416207256,103,6,117
1595,14501.0,-722.7162742080027,45,9,119
1596,14502.0,-7921.223945806621,66,369,1483
1597,14503.0,-11851.545192802902,381,113,2004
1598,14504.0,-1374.5336844325877,110,85,308
1599,14505.0,-16440.630219747825,511,542,2743
1600,14506.0,-3753.8655228199286,112,204,730
1601,14507.0,-2869.2099539821384,222,79,588
1602,14508.0,-548.1579726580271,70,52,131
1603,14511.0,-4056.534316796216,72,53,772
1604,14512.0,-503.5211108405633,50,19,122
1605,14513.0,-1847.2510887803674,7,11,355
1606,14514.0,-3294.520397652125,121,65,589
1607,14515.0,-6194.912346328909,177,68,1134
1608,14517.0,-365.2302308459635,73,17,91
1609,14518.0,-1564.478669605997,278,16,278
1610,14520.0,-636.6345228373075,100,3,146
1611,14522.0,-2708.917913572678,168,15,525
1612,14523.0,-1386.8886877220777,251,12,251
1613,14524.0,-3005.5156570012573,137,161,676
1614,14525.0,-15785.782986490452,312,218,2662
1615,14527.0,-7867.876685707237,60,331,2049
1616,14528.0,-1564.478669605997,278,18,278
1617,14529.0,-1664.2903238565227,84,177,348
1618,14530.0,-7796.940880312349,371,140,1410
1619,14532.0,-1294.6822040541867,28,45,284
1620,14533.0,-27426.318839762007,540,53,2777
1621,14534.0,-9923.60153871576,153,334,1925
1622,14535.0,-11819.496412744218,462,280,1825
1623,14536.0,-147.55517816455745,40,18,40
1624,14537.0,-574.4990091338454,120,10,120
1625,14538.0,-705.5751386126524,30,19,155
1626,14539.0,-2433.0227311571666,53,31,428
1627,14540.0,-2093.299508815157,122,64,421
1628,14541.0,-3012.31039731032,78,71,647
1629,14542.0,-55.94434060416236,19,5,19
1630,14543.0,-2710.509437508706,40,43,600
1631,14544.0,-10265.019380125948,843,97,1543
1632,14546.0,-7440.269973596616,357,255,1287
1633,14547.0,-15910.752773915321,233,198,2658
1634,14548.0,-1242.119747563422,128,2,256
1635,14549.0,-668.1210644601031,136,56,136
1636,14550.0,-2082.090101557739,207,38,394
1637,14551.0,-424.0723911383015,66,9,106
1638,14552.0,-410.4882150930333,91,57,91
1639,14553.0,-2358.7033249399437,131,103,493
1640,14554.0,-9153.032333964737,228,147,1478
1641,14555.0,-560.2303617993073,98,18,130
1642,14557.0,-3179.5494701163693,510,16,0
1643,14560.0,-5892.274204746134,69,39,1223
1644,14561.0,-6090.654023746559,183,67,1014
1645,14562.0,-8870.59641372163,87,189,1670
1646,14565.0,-9347.60506486494,640,111,1532
1647,14566.0,-5347.689382134342,800,4,800
1648,14567.0,-2200.722391613992,172,33,410
1649,14569.0,-345.1863803448947,79,10,79
1650,14570.0,-400.6512077316174,85,29,95
1651,14572.0,-8003.295825341065,182,191,1425
1652,14573.0,-2399.9250639662155,134,127,538
1653,14576.0,-29.818879797456006,12,1,12
1654,14577.0,-1597.0036991826696,131,86,353
1655,14578.0,-1315.353341602078,240,24,240
1656,14581.0,-1167.4377257182798,217,16,217
1657,14582.0,-313.2035392038325,73,6,73
1658,14583.0,-4036.618406498107,98,243,792
1659,14584.0,-1752.4947978182145,104,68,379
1660,14585.0,-410.4882150930333,91,29,91
1661,14586.0,-2706.5461057199077,444,19,236
1662,14587.0,-3429.823888237217,155,170,759
1663,14589.0,-8.047189562170502,5,3,5
1664,14591.0,-7902.230032022903,105,138,1297
1665,14592.0,-2098.1861696098695,234,132,415
1666,14593.0,-1636.384151758627,39,127,332
1667,14594.0,-870.4854709684732,146,48,185
1668,14595.0,-5643.524907346262,76,94,978
1669,14597.0,-3376.1748321047385,118,45,577
1670,14598.0,-990.6901858462725,189,49,189
1671,14600.0,-603.5392171627877,125,25,125
1672,14601.0,-860.8259485397475,168,7,168
1673,14603.0,-2396.5858188431926,400,2,400
1674,14606.0,-26958.999096228017,93,832,5978
1675,14607.0,-83235.42868413519,300,38,7998
1676,14608.0,-2079.698954017622,48,8,437
1677,14609.0,-53853.79685313843,2400,2,7026
1678,14616.0,-372.99448934152076,48,2,104
1679,14618.0,-1223.3429102852863,92,11,261
1680,14619.0,-763.629839168634,152,20,145
1681,14620.0,-1010.9786837471543,73,26,188
1682,14621.0,-5330.855095334086,130,80,987
1683,14622.0,-727.6065667694171,146,21,146
1684,14623.0,-1902.8089231869033,104,108,417
1685,14624.0,-756.2343004800449,138,13,162
1686,14625.0,-1763.584334789309,255,52,330
1687,14626.0,-8278.011785804441,432,108,1387
1688,14627.0,0.0,-5,5,-5
1689,14628.0,-1342.9145168430653,106,22,272
1690,14629.0,-1997.1681792410432,215,133,376
1691,14631.0,-3333.0408507963075,160,38,622
1692,14632.0,-438.17742638091227,96,8,96
1693,14633.0,-438.17742638091227,96,20,96
1694,14636.0,-1154.889264506362,117,27,241
1695,14638.0,-848.5899728671862,166,16,166
1696,14639.0,-8342.196004377542,272,138,1428
1697,14640.0,-4504.183067956748,179,87,829
1698,14641.0,-404.9828703297238,90,7,90
1699,14642.0,-329.13573386176114,76,2,76
1700,14643.0,-4899.318242833544,386,30,755
1701,14644.0,-1285.956324403078,66,26,252
1702,14645.0,-2071.084328551127,78,28,381
1703,14646.0,-1701273.274156459,46,703,196719
1704,14647.0,-432.6183047020514,95,24,95
1705,14649.0,-5823.88021717502,317,148,1018
1706,14651.0,-1771.8788965289164,186,95,344
1707,14652.0,-210.42547141826248,53,29,53
